2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.398Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/jurisdiction-areas/", parameters={}
2026-04-07T05:14:07.403Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.JurisdictionAreaController#getAllJurisdictionAreas()
2026-04-07T05:14:07.403Z  INFO 1 --- [demo] [nio-8000-exec-6] c.h.m.o.a.i.r.JurisdictionAreaController : Fetching all jurisdiction areas
2026-04-09T09:02:05.244Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T09:02:05.245Z DEBUG 1 --- [demo] [nio-8000-exec-5] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T09:02:05.245Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T09:02:05.245Z DEBUG 1 --- [demo] [nio-8000-exec-5] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T09:02:05.245Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T09:02:05.245Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T09:02:05.246Z DEBUG 1 --- [demo] [nio-8000-exec-5] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T09:02:05.246Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T09:15:17.433Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T09:15:17.434Z DEBUG 1 --- [demo] [nio-8000-exec-1] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T09:15:17.435Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T09:15:17.435Z DEBUG 1 --- [demo] [nio-8000-exec-1] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T09:15:17.436Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T09:15:17.436Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T09:15:17.437Z DEBUG 1 --- [demo] [nio-8000-exec-1] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T09:15:17.437Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T09:40:59.549Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T09:40:59.549Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/enforcement-agencies/", parameters={}
2026-04-09T09:40:59.550Z DEBUG 1 --- [demo] [nio-8000-exec-8] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.EnforcementAgencyController#getAllEnforcementAgencies()
2026-04-09T09:40:59.550Z DEBUG 1 --- [demo] [nio-8000-exec-9] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T09:40:59.550Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T09:40:59.550Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T09:40:59.555Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T09:40:59.556Z DEBUG 1 --- [demo] [nio-8000-exec-6] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T09:40:59.556Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T09:40:59.556Z DEBUG 1 --- [demo] [io-8000-exec-10] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T09:40:59.556Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<java.util.List<com.hexa.mole.office_module.domain.shared.dto.PostEnforcementDetailsDto>> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getPostDetails(java.util.UUID,java.util.UUID): Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T09:40:59.556Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T09:40:59.556Z DEBUG 1 --- [demo] [io-8000-exec-10] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T09:40:59.556Z DEBUG 1 --- [demo] [nio-8000-exec-6] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T09:40:59.557Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T09:40:59.557Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T09:40:59.557Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T09:40:59.557Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T09:40:59.557Z DEBUG 1 --- [demo] [io-8000-exec-10] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T09:40:59.557Z DEBUG 1 --- [demo] [io-8000-exec-10] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T09:40:59.557Z DEBUG 1 --- [demo] [nio-8000-exec-6] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T09:40:59.558Z DEBUG 1 --- [demo] [nio-8000-exec-6] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T09:48:07.559Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/enforcement-agencies/", parameters={}
2026-04-09T09:48:07.559Z DEBUG 1 --- [demo] [nio-8000-exec-3] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.EnforcementAgencyController#getAllEnforcementAgencies()
2026-04-09T09:48:07.559Z  INFO 1 --- [demo] [nio-8000-exec-3] .h.m.o.a.i.r.EnforcementAgencyController : Fetching all Enforcement Agencies
2026-04-09T09:48:07.559Z  INFO 1 --- [demo] [nio-8000-exec-3] c.h.m.o.d.s.EnforcementAgencyServiceImpl : Fetching all enforcement agencies.
2026-04-09T09:48:07.567Z  INFO 1 --- [demo] [nio-8000-exec-3] c.h.m.o.d.s.EnforcementAgencyServiceImpl : Total enforcement agencies found: 24
2026-04-09T09:48:07.568Z  INFO 1 --- [demo] [nio-8000-exec-3] .h.m.o.a.i.r.EnforcementAgencyController : Fetched 24 Enforcement Agencies
2026-04-09T09:48:07.568Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T09:48:07.568Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [[EnforcementAgencyResponseDto(uuid=28a62713-5b6e-42df-8661-fe4645126709, office=80da29c0-f8ad-4c09-8 (truncated)...]
2026-04-09T09:48:07.569Z DEBUG 1 --- [demo] [nio-8000-exec-3] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T10:35:43.325Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T10:35:43.325Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : OPTIONS "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T10:35:43.326Z DEBUG 1 --- [demo] [nio-8000-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T10:35:43.326Z DEBUG 1 --- [demo] [nio-8000-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T10:35:43.326Z DEBUG 1 --- [demo] [nio-8000-exec-2] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T10:35:43.326Z DEBUG 1 --- [demo] [nio-8000-exec-2] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2026-04-09T10:35:43.348Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T10:35:43.348Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T10:35:43.348Z DEBUG 1 --- [demo] [nio-8000-exec-5] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T10:35:43.348Z DEBUG 1 --- [demo] [nio-8000-exec-1] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T10:35:43.349Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T10:35:43.349Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<java.util.List<com.hexa.mole.office_module.domain.shared.dto.PostEnforcementDetailsDto>> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getPostDetails(java.util.UUID,java.util.UUID): Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T10:35:43.349Z DEBUG 1 --- [demo] [nio-8000-exec-5] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T10:35:43.349Z DEBUG 1 --- [demo] [nio-8000-exec-1] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T10:35:43.350Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T10:35:43.350Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T10:35:43.350Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T10:35:43.350Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T10:35:43.351Z DEBUG 1 --- [demo] [nio-8000-exec-5] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T10:35:43.351Z DEBUG 1 --- [demo] [nio-8000-exec-5] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T10:35:43.351Z DEBUG 1 --- [demo] [nio-8000-exec-1] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T10:35:43.351Z DEBUG 1 --- [demo] [nio-8000-exec-1] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2026-04-09T10:48:06.107Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/post-details/puc898d7-3fe6-4d20-8eda-61ab2d697d99/default", parameters={}
2026-04-09T10:48:06.107Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : GET "/api/v1/posts/puc898d7-3fe6-4d20-8eda-61ab2d697d99", parameters={}
2026-04-09T10:48:06.107Z DEBUG 1 --- [demo] [nio-8000-exec-9] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getPostDetails(UUID, UUID)
2026-04-09T10:48:06.107Z DEBUG 1 --- [demo] [nio-8000-exec-8] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.hexa.mole.office_module.adapter.inbound.rest.PostsController#getById(UUID)
2026-04-09T10:48:06.109Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<com.hexa.mole.office_module.domain.shared.dto.CustomePostResponseDTO> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getById(java.util.UUID): Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T10:48:06.109Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.web.method.HandlerMethod             : Could not resolve parameter [0] in public org.springframework.http.ResponseEntity<java.util.List<com.hexa.mole.office_module.domain.shared.dto.PostEnforcementDetailsDto>> com.hexa.mole.office_module.adapter.inbound.rest.PostsController.getPostDetails(java.util.UUID,java.util.UUID): Method parameter 'postId': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"
2026-04-09T10:48:06.109Z DEBUG 1 --- [demo] [nio-8000-exec-9] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T10:48:06.109Z DEBUG 1 --- [demo] [nio-8000-exec-8] .m.m.a.ExceptionHandlerExceptionResolver : Using @ExceptionHandler com.hexa.mole.office_module.domain.shared.exceptions.GlobalExceptionHandler#handleIllegalArgument(IllegalArgumentException)
2026-04-09T10:48:06.109Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T10:48:06.109Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml]
2026-04-09T10:48:06.109Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T10:48:06.109Z DEBUG 1 --- [demo] [nio-8000-exec-9] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [com.hexa.mole.office_module.domain.shared.exceptions.ErrorDetails]
2026-04-09T10:48:06.110Z DEBUG 1 --- [demo] [nio-8000-exec-8] .m.m.a.ExceptionHandlerExceptionResolver : Resolved [org.springframework.web.method.annotation.MethodArgumentTypeMismatchException: Method parameter 'id': Failed to convert value of type 'java.lang.String' to required type 'java.util.UUID'; Error at index 0 in: "puc898d7"]
2026-04-09T10:48:06.110Z DEBUG 1 --- [demo] [nio-8000-exec-8] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
